Unique_ID	Ref_MFE	Edit_MFE	deltaG	EditSite_Changed	SpliceStart_Changed	SpliceEnd_Changed
1912|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1913|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1914|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1915|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1916|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1917|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1918|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1919|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
191|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
1920|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1921|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1922|chr12_121781396|121781396|121781142|1	-143.6	-143.6	0	0	NA	NA
1923|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1924|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1925|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1926|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1927|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1928|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1929|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
192|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
1930|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1931|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1932|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1933|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1934|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1935|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1936|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1937|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1938|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1939|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
193|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
1940|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1941|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1942|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1943|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1944|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1945|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1946|chr12_121781410|121781410|121781142|1	-155.2	-155.2	0	0	NA	NA
1947|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1948|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1949|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
194|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
1950|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1951|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1952|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1953|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1954|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1955|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1956|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1957|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1958|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1959|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
195|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
1960|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1961|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1962|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1963|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1964|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1965|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1966|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1967|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1968|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1969|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
196|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
1970|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1971|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1972|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1973|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1974|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1975|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1976|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1977|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1978|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1979|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
197|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
1980|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1981|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1982|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1983|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1984|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1985|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1986|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1987|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1988|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1989|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
198|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
1990|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1991|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1992|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1993|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1994|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1995|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1996|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
1997|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1998|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
1999|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
199|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
19|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
2000|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2001|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2002|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2003|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2004|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2005|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2006|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2007|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2008|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2009|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
200|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2010|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2011|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2012|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2013|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2014|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2015|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2016|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2017|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2018|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2019|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
201|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2020|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2021|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2022|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2023|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2024|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2025|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2026|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2027|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2028|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2029|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
202|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2030|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2031|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2032|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2033|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2034|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2035|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2036|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2037|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2038|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2039|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
203|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2040|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2041|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2042|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2043|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2044|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2045|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2046|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2047|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2048|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2049|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
204|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
2050|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2051|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2052|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2053|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2054|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2055|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2056|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2057|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2058|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2059|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
205|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2060|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2061|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2062|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2063|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2064|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2065|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2066|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2067|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2068|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2069|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
206|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2070|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2071|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2072|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2073|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2074|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2075|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2076|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2077|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2078|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2079|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
207|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
2080|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2081|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2082|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2083|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2084|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2085|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2086|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2087|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2088|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2089|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
208|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2090|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2091|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2092|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2093|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2094|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2095|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2096|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2097|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2098|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2099|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
209|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
20|chr10_35321030|35321030|35299259|353208	-89.6	-89.2	0.4	0	NA	NA
2100|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2101|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2102|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2103|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2104|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2105|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2106|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2107|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2108|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2109|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
210|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
2110|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2111|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2112|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2113|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2114|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2115|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2116|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2117|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2118|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2119|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
211|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2120|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2121|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2122|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2123|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2124|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2125|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2126|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2127|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2128|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2129|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
212|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2130|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2131|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2132|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2133|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2134|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2135|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2136|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2137|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2138|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2139|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
213|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2140|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2141|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2142|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2143|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2144|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2145|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2146|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2147|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2148|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2149|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
214|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2150|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2151|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2152|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2153|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2154|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2155|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2156|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2157|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2158|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2159|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
215|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2160|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2161|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2162|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2163|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2164|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2165|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2166|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2167|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2168|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2169|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
216|chr10_35321030|35321030|35299259|35320	-89.6	-89.2	0.4	0	NA	NA
2170|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2171|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2172|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2173|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2174|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2175|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2176|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2177|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2178|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2179|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
217|chr10_35321030|35321030|35316409|35320	-89.6	-89.2	0.4	0	NA	NA
2180|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2181|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2182|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2183|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2184|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2185|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2186|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2187|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2188|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2189|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
218|chr10_35321030|35321030|35321112|35321	-89.6	-89.2	0.4	0	1	NA
2190|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2191|chr13_24937607|24937607|24934663|2493	-107.8	-109.9	-2.1	0	NA	NA
2192|chr13_24937607|24937607|24937739|2494	-107.8	-109.9	-2.1	0	0	NA
2193|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2194|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2195|chr13_24937607|24937607|24925894|2493	-107.8	-109.9	-2.1	0	NA	NA
2196|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2197|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
2198|chr13_24937607|24937607|24937770|2494	-107.8	-109.9	-2.1	0	0	NA
